"label","area","perimeter","axis_major_length","sample","genotype","plant_num","side","rep_num","time"
8,225.931875,59.2367838740466,22.8718995469305,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
9,309.90375,71.1733585439879,27.625939908455,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
10,175.97125,58.7445003206741,24.1811602963473,"Col-0 P3 abaxial_2","Col-0","P3","abaxial","2","week5"
1,293.320625,74.9427019615831,31.3679193236131,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
2,234.381875,66.3676496605568,27.9902045670675,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
3,272.5125,68.0348809129029,26.3575182041046,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
4,225.82625,70.1943957186215,30.5791492406702,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
5,125.376875,46.3809703885628,18.4692970942193,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
6,302.404375,74.5484108450142,29.7246604241654,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
7,309.586875,75.8484108450142,30.0860360157954,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
8,280.75125,73.5176496605568,29.8311889004913,"Col-0 P3 adaxial_1","Col-0","P3","adaxial","1","week5"
1,334.303125,76.2618361750729,29.8731689242676,"Col-0 P3 adaxial_2","Col-0","P3","adaxial","2","week5"
2,296.489375,68.0022167673017,25.48509162772,"Col-0 P3 adaxial_2","Col-0","P3","adaxial","2","week5"
3,262.16125,66.3079256507328,26.1407889526274,"Col-0 P3 adaxial_2","Col-0","P3","adaxial","2","week5"
4,297.334375,70.1425973595304,27.2064495612883,"Col-0 P3 adaxial_2","Col-0","P3","adaxial","2","week5"
5,256.035,66.2752615051316,25.2358690826634,"Col-0 P3 adaxial_2","Col-0","P3","adaxial","2","week5"
1,394.82625,75.1848809129029,25.5221709486058,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
2,588.75375,91.3695526217005,30.282833387995,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
3,399.368125,74.3580302527855,23.4675992355955,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
4,372.645,76.2291720294717,28.423708587317,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
5,345.605,69.5714555828442,23.2830186849486,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
6,443.096875,80.0176496605568,27.1684035637368,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
7,741.170625,102.019657223753,34.1225695022493,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
8,414.789375,77.6733585439879,28.0400201810633,"RIC P1 abaxial_1","RIC","P1","abaxial","1","week5"
1,306.3125,66.9714555828442,23.5018472370827,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
2,179.35125,49.4732539419353,15.9981195384402,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
3,420.070625,76.4522167673017,25.5146354138889,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
4,523.4775,87.200313806158,30.3394334675872,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
5,366.51875,75.0522429178149,27.1122315952535,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
6,315.185,69.0656420973604,25.3566506239235,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
7,356.484375,77.7984108450142,29.7200007100843,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
8,407.7125,77.004224330498,27.297400839033,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
9,428.8375,78.0214555828442,27.0066878249737,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
10,329.233125,69.7156420973604,25.0192506558786,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
11,373.27875,74.6137391362167,26.8525619487552,"RIC P1 abaxial_2","RIC","P1","abaxial","2","week5"
1,363.56125,73.9175450585041,26.2638177299887,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
2,368.525625,75.2964032818179,28.881821586435,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
3,403.593125,79.9061272916418,30.1152411007995,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
4,265.013125,65.6252615051316,25.3406946950874,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
5,305.67875,67.3848809129029,24.7694024520643,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
6,436.125625,80.6214555828442,29.2173708189155,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
7,450.385,79.8137391362167,26.2674271833843,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
8,296.066875,68.3829779517592,26.3306813529956,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
9,417.21875,80.5752615051316,31.1826723183407,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
10,517.77375,85.6446049227268,29.015128690109,"RIC P1 adaxial_1","RIC","P1","adaxial","1","week5"
1,422.9225,82.9195526217005,32.4386272135042,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
2,578.719375,90.6406943983867,28.8101150134778,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
3,438.238125,81.4618361750729,30.5630715656961,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
4,306.10125,68.6060226895891,26.0599118072452,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
5,464.433125,84.4099332139292,28.3121554056239,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
6,547.665625,90.1810749906154,31.1234073534386,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
7,423.028125,77.4041197284454,25.0472563953445,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
8,368.8425,73.7406943983867,26.4211376733634,"RIC P1 adaxial_2","RIC","P1","adaxial","2","week5"
1,425.88,81.2714555828442,30.664361981794,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
2,314.55125,68.2252615051316,25.0320066734639,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
3,314.234375,74.2887391362167,26.3977820761217,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
4,337.36625,71.7118361750729,23.844543621702,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
5,349.935625,71.2060226895891,25.0363644402572,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
6,303.56625,67.2733585439879,22.5148014459524,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
7,483.234375,82.9195526217005,28.8035253610599,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
8,327.22625,67.9695526217005,22.6340461287566,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
9,520.0975,86.438791437243,27.6147742636135,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
10,295.433125,66.0060226895891,22.7810987043802,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
11,154.00125,46.3347763108502,15.1072935422991,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
12,303.7775,66.6560226895891,23.2836222129181,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
13,551.256875,92.9061272916418,33.9695826693297,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
14,295.644375,64.2464032818179,20.5817786599947,"RIC P2 abaxial_1","RIC","P2","abaxial","1","week5"
1,355.53375,71.6656420973604,22.1194142270821,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
2,223.819375,57.7790674274191,21.2679329426689,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
3,303.883125,66.6560226895891,24.2591753327206,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
4,240.19125,57.3983062429616,18.2836005105482,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
5,331.6625,72.9329779517592,28.3359515499877,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
6,244.099375,57.8579256507328,18.5448236673126,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
7,390.073125,78.4022167673017,29.5985857825857,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
8,339.90125,68.2714555828442,22.2192948504604,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
9,275.153125,63.6617315730203,23.0545553956286,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
10,256.140625,60.2675450585041,19.2096812250714,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
11,416.690625,80.7465078838705,29.6993558215797,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
12,449.856875,82.8406943983867,29.890307387086,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
13,252.2325,60.4810226895891,18.3604310047438,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
14,681.809375,98.6254707092369,33.6247796362162,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
15,413.6275,86.9446049227268,34.4723155235077,"RIC P2 abaxial_2","RIC","P2","abaxial","2","week5"
1,354.4775,76.9445003206742,29.6341229355519,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
2,335.0425,78.009907063416,29.6236806688974,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
3,406.23375,75.4214555828442,24.9196565488819,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
4,401.58625,79.7810749906155,30.505057008656,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
5,363.98375,72.0925973595304,24.3013878857071,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
6,437.07625,93.6158513014657,39.4534962225487,"RIC P2 adaxial_1","RIC","P2","adaxial","1","week5"
1,577.451875,95.0600378159819,34.6325928083948,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
2,663.7475,101.100418408211,37.7303917272472,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
3,392.925,80.8906943983867,31.4980548466333,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
4,447.005,83.7599332139292,29.9226188616214,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
5,333.246875,73.1886868351903,27.4321669901967,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
6,291.31375,65.9598286118766,24.7219594343677,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
7,622.870625,92.827269068328,29.4894040770709,"RIC P2 adaxial_2","RIC","P2","adaxial","2","week5"
1,324.163125,67.3386868351903,23.2618650428958,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
2,490.945,88.0733585439879,32.732657721815,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
3,402.114375,74.0425973595304,23.844988555623,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
4,220.439375,55.1559703885628,17.8915089970331,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
5,329.444375,68.2463771313047,21.2815636301897,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
6,322.684375,67.6541197284454,23.2156097633397,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
7,269.34375,64.7386868351903,24.3702871326159,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
8,342.43625,69.590589796334,23.1306931324062,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
9,255.40125,62.2175450585041,22.3000718904841,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
10,345.076875,72.2041197284454,26.603262040698,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
11,385.003125,75.388791437243,26.6063888000025,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
12,454.081875,80.2406943983867,26.7884847919108,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
13,499.60625,87.5484108450143,32.1647784489614,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
14,400.74125,78.3368884760993,28.5448688714107,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
15,400.213125,77.3714555828442,27.8443229896181,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
16,276.420625,62.1386868351903,19.781410602149,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
17,395.67125,75.6118361750729,25.9667108968481,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
18,226.565625,55.7175450585041,17.1483396872442,"RIC P3 abaxial_1","RIC","P3","abaxial","1","week5"
1,224.030625,58.3040151263927,20.6615754434651,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
2,494.11375,84.2984108450142,29.7674199873627,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
3,404.438125,74.8694480196478,24.5563283437412,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
4,388.91125,73.6156420973604,24.1008524064276,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
5,319.41,66.8137391362167,21.0800433072021,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
6,237.339375,57.9367838740466,18.343127268227,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
7,348.668125,70.188791437243,21.87752406403,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
8,525.484375,86.2946049227268,29.4798369153643,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
9,406.8675,77.7522167673017,28.2650310595245,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
10,443.519375,80.1618361750729,28.3997982077101,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
11,370.426875,74.3118361750729,27.1025261727395,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
12,239.240625,57.8252615051316,18.2923950188078,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
13,339.05625,69.7945003206741,24.0809830317542,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
14,667.9725,97.3446049227268,31.9036487627998,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
15,380.566875,77.4829779517592,29.0836616657805,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
16,357.963125,72.6637391362167,25.9973747365159,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
17,378.34875,72.5848809129029,23.4172197193449,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
18,389.228125,74.0425973595304,23.6026811042517,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
19,487.248125,85.6310749906154,30.4381288878932,"RIC P3 abaxial_2","RIC","P3","abaxial","2","week5"
1,441.829375,79.7022167673017,27.2790861520252,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
2,259.731875,62.3752615051316,22.4256271345943,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
3,323.635,71.0714032818179,26.0018617100133,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
4,369.370625,72.2829779517592,24.6310269165332,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
5,280.1175,64.7848809129029,24.482076860613,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
6,264.168125,67.4310749906155,26.777457322604,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
7,288.884375,67.1156420973604,25.6333812873015,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
8,350.04125,73.6618361750729,27.86704630249,"RIC P3 adaxial_1","RIC","P3","adaxial","1","week5"
1,344.97125,71.3637391362167,26.2971275365949,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
2,319.726875,67.6214555828442,23.4938378015902,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
3,407.29,79.4465078838705,30.0466117439497,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
4,422.9225,76.2618361750729,24.7572228319265,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
5,425.4575,80.2080302527855,28.7686588250711,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
6,458.940625,82.538791437243,29.8575777497562,"RIC P3 adaxial_2","RIC","P3","adaxial","2","week5"
1,484.501875,83.1425973595304,28.5752658007259,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
2,359.75875,72.9983062429616,26.0025329440828,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
3,390.918125,75.1060226895891,26.8807549676734,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
4,396.51625,76.6290674274191,26.5525021009174,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
5,397.5725,73.8848809129029,22.9626250896354,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
6,275.0475,64.8964032818179,23.9024846528518,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
7,519.780625,86.8984108450142,31.7444685833985,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
8,423.55625,83.1561272916418,31.8509275745426,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
9,486.403125,83.9965078838705,30.1392259747849,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
10,582.205,89.577269068328,29.8041048170386,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
11,464.53875,80.477269068328,24.7245503153895,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
12,428.098125,77.3714555828442,26.9355395386745,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
13,482.495,84.488791437243,30.5367873211522,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
14,463.27125,87.6483846945011,33.817452502025,"ROP P1 abaxial_1","ROP","P1","abaxial","1","week5"
1,554.214375,91.8618361750729,33.6766170199344,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
2,401.58625,78.0349855149556,29.3970966092258,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
3,509.74625,88.8484108450142,33.0970119155317,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
4,312.544375,66.1502092041053,22.1238329020772,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
5,495.38125,84.8464555828442,28.5132349711029,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
6,381.72875,74.525313806158,26.3033199514083,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
7,541.43375,87.6599332139292,29.7482810358934,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
8,471.29875,81.0022167673017,27.1152779689523,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
9,506.155,89.3868884760993,34.4473200664425,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
10,431.3725,78.2118361750729,26.0475980622716,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
11,497.07125,84.9484108450142,30.4559297874401,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
12,489.571875,83.188791437243,28.0944102173215,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
13,500.6625,91.0676496605567,34.6378450740979,"ROP P1 abaxial_2","ROP","P1","abaxial","2","week5"
1,339.373125,73.682951801246,28.1463365751378,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
2,320.04375,69.4464032818179,25.8858277742392,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
3,419.5425,78.9080302527855,28.7744109501611,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
4,351.9425,73.1560226895891,26.8468853295261,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
5,321.839375,73.3925973595304,29.1572873975274,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
6,381.623125,78.8291720294717,30.1381629531676,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
7,362.9275,74.8829779517592,27.2088351435575,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
8,403.170625,79.9252615051316,31.0883958488778,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
9,421.2325,78.527269068328,27.4134584400702,"ROP P1 adaxial_1","ROP","P1","adaxial","1","week5"
1,393.664375,79.0848809129029,29.8600777146854,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
2,364.511875,75.3752615051316,27.9868761689461,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
3,448.166875,84.4425973595304,30.7588517550692,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
4,372.01125,75.9599332139292,28.0329431728758,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
5,297.334375,68.3367838740466,25.427150989592,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
6,472.883125,81.5868884760993,28.0041746898131,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
7,455.560625,83.0868361750729,29.8123733970161,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
8,319.41,69.4252876556448,24.596885246318,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
9,404.226875,78.6849855149555,28.5645150232018,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
10,539.215625,88.0215601848969,29.626661087854,"ROP P1 adaxial_2","ROP","P1","adaxial","2","week5"
1,350.46375,70.4445003206742,24.0799556927855,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
2,493.69125,83.1099332139292,25.877163211612,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
3,319.515625,66.9021644662754,21.5259969649822,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
4,394.509375,74.9618361750729,24.9480566244053,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
5,425.140625,77.8868361750729,25.5362327222353,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
6,299.446875,63.5964032818179,20.951941007878,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
7,204.70125,54.4502092041053,18.8708913265184,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
8,357.22375,74.6599332139292,28.2803198302196,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
9,522.526875,84.9810749906155,27.5166905089388,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
10,318.1425,74.2194480196478,30.1351847807461,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
11,410.03625,75.6445003206742,24.5202128843249,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
12,313.811875,69.3675450585041,25.7284031275432,"ROP P2 abaxial_1","ROP","P2","abaxial","1","week5"
1,385.425625,73.2348809129029,24.3187623466001,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
2,423.450625,76.9118361750729,23.6013360745205,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
3,289.306875,63.6290674274191,20.9971882035316,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
4,464.010625,82.1118361750729,27.9826836961086,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
5,386.059375,73.0118361750729,22.4732380556181,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
6,182.836875,49.9655374953077,16.5834108589112,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
7,340.218125,69.6367838740466,24.1139283093318,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
8,477.953125,82.8080302527855,27.8248777073664,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
9,415.000625,78.4946049227268,27.5132944350699,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
10,267.02,62.1060226895891,20.8720962478439,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
11,432.111875,78.4484108450142,26.9272805225497,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
12,432.2175,78.3233585439879,24.7285020165459,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
13,453.870625,80.1753661071843,26.2494258163964,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
14,379.19375,73.8984108450142,25.3457783722309,"ROP P2 abaxial_2","ROP","P2","abaxial","2","week5"
1,522.526875,87.525313806158,30.7265630211077,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
2,468.869375,84.5676496605568,31.6004357523187,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
3,501.71875,84.6465078838705,28.7266868263955,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
4,425.24625,79.9714555828442,28.7983562062917,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
5,483.656875,86.2946049227268,31.4137543921562,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
6,452.70875,81.888791437243,28.7103847559892,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
7,395.0375,74.8965078838705,24.7978183698642,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
8,533.723125,87.6599332139292,30.7128968337738,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
9,469.291875,82.3810749906155,28.8325058349736,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
10,449.011875,78.8291720294717,25.734240698834,"ROP P2 adaxial_1","ROP","P2","adaxial","1","week5"
1,485.346875,85.8676496605568,31.3623677340666,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
2,581.465625,91.5734631460406,31.6970435518416,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
3,461.898125,83.3983062429616,28.6695271208677,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
4,405.38875,76.1829779517592,26.6124556084001,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
5,582.099375,91.100313806158,31.1404170064407,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
6,435.80875,82.7291720294717,30.9938094928336,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
7,494.53625,84.3637391362167,28.8472062589987,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
8,476.263125,81.6984108450143,28.3769604361799,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
9,507.950625,86.8984108450142,31.3194235839266,"ROP P2 adaxial_2","ROP","P2","adaxial","2","week5"
1,461.7925,81.350313806158,27.5733633688019,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
2,420.17625,78.100313806158,27.6051623910076,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
3,378.243125,75.1522167673017,27.7495783877586,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
4,282.86375,62.1848809129029,20.4843563866518,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
5,355.53375,71.0618361750729,24.5780604189308,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
6,342.6475,70.0637391362167,24.5064486337532,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
7,413.83875,77.7522167673017,28.5849496956042,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
8,412.254375,78.2906943983867,28.5970485010985,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
9,389.016875,74.1079256507329,24.826441579286,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
10,372.116875,73.6945003206741,26.8405248253655,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
11,283.70875,63.2945003206742,21.6752112412064,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
12,373.806875,77.2137391362167,30.3639114040764,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
13,382.890625,73.8848809129029,24.9837666578174,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
14,255.506875,64.5809703885628,26.3742274493822,"ROP P3 abaxial_1","ROP","P3","abaxial","1","week5"
1,280.223125,67.6079256507328,25.881907388898,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
2,432.956875,82.6080825538118,30.2912000782769,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
3,397.889375,74.7252615051316,25.4047370427807,"ROP P3 abaxial_2","ROP","P3","abaxial","2","week5"
